Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Power,Price
2013,46000,3,1,17.0,118.0,5.1
2010,12000,3,1,22.5,67.04,2.45
2014,26000,1,1,26.0,98.6,5.5
2014,68365,0,1,26.6,58.16,3.77
2016,51639,3,1,22.74,47.3,3.04
2015,21000,3,1,18.6,81.83,4.9
2013,90000,1,1,22.7,89.84,6.25
2015,36255,1,0,19.59,184.0,33.0
2014,48997,3,1,18.0,86.7,5.21
2014,31130,3,1,15.85,110.4,5.75
2015,12000,3,1,14.53,138.0,11.0
2014,90000,3,1,20.36,78.9,2.8
2019,17320,1,0,15.8,170.0,37.99
2011,85000,1,1,20.0,108.5,3.65
2013,60328,3,1,15.6,70.0,4.54
2015,34327,3,1,18.0,86.7,5.4
2014,75000,1,1,19.1,70.0,3.3
2012,86000,1,0,14.7,163.0,18.25
2017,12000,3,1,22.7,53.0,3.1
2013,57759,3,1,21.1,55.2,3.84
2016,24300,3,1,22.74,47.3,2.44
2011,66000,3,1,16.47,73.9,3.6
2015,75915,3,1,20.36,78.9,3.9
2013,107000,3,1,16.95,97.7,2.9
2008,86000,3,1,14.53,138.1,3.5
2019,3000,3,1,24.7,47.3,3.5
2015,72495,1,1,21.9,88.76,7.0
2016,33000,1,0,19.08,126.2,8.7
2016,80103,1,1,25.0,69.0,1.8
2007,42100,3,1,18.0,62.0,0.99
2018,4500,3,1,18.9,81.86,4.8
2014,97000,1,1,12.55,169.0,17.95
2017,51223,3,1,18.9,81.86,5.66
2009,64000,3,1,17.0,118.0,3.1
2016,56911,3,1,18.6,81.86,6.54
2019,14076,1,0,11.36,171.5,19.4
2007,75180,3,1,18.2,64.0,1.65
2013,92000,1,1,22.9,74.0,4.35
2015,57266,1,1,20.5,91.72,6.5
2007,64000,3,1,18.2,67.1,1.11
2013,41000,1,1,19.87,83.8,5.5
2012,45999,1,1,10.5,107.2,11.0
2015,50000,3,0,23.1,67.04,3.9
2013,70000,1,1,17.88,48.21,1.8
2016,37540,3,1,18.6,81.86,6.22
2014,44000,3,0,23.1,67.04,4.3
2017,22500,3,1,18.9,81.86,5.99
2017,17431,3,1,18.6,81.83,6.0
2014,61566,3,1,17.1,121.3,5.85
2014,61730,1,0,12.39,147.51,19.94
2009,68000,3,1,16.1,88.2,2.9
2014,29000,3,1,18.0,86.7,4.25
2013,46500,1,1,27.4,98.6,3.3
2017,39867,3,1,22.5,67.04,4.5
2014,58972,1,1,24.2,98.6,6.5
2006,66000,3,0,10.1,152.0,3.9
2013,52000,3,1,17.1,121.3,5.25
2014,58000,1,0,11.72,194.3,17.0
2012,58000,3,0,16.95,78.9,3.5
2008,75000,1,1,17.7,68.0,3.0
2015,41008,3,1,20.36,78.9,4.87
2014,65000,1,1,24.4,71.0,6.0
2015,19000,1,0,18.19,174.5,15.5
2008,74000,3,1,16.6,68.0,1.6
2017,33000,3,0,21.4,83.1,7.25
2010,95000,1,1,17.0,105.0,3.25
2012,34000,1,1,20.64,108.5,3.4
2016,52378,3,1,17.0,121.3,7.97
2012,38000,1,0,14.84,170.0,13.51
2015,60334,1,1,25.8,98.6,5.43
2010,107000,3,1,16.6,68.0,2.6
2017,2196,3,1,22.74,47.3,2.75
2015,44846,3,1,14.6,88.7,5.41
2018,64035,1,0,28.4,73.75,8.55
2014,45600,1,1,15.1,140.0,8.25
2014,102001,1,0,11.1,200.0,23.58
2014,47439,3,1,20.36,78.9,4.49
2016,29000,3,0,21.9,37.48,2.8
2016,51681,1,1,19.98,108.5,8.43
2016,42666,3,0,18.0,117.3,8.95
2013,65000,1,1,19.01,108.45,5.5
2014,18776,3,1,17.8,86.7,4.75
2016,6714,3,1,18.0,86.7,4.75
2009,40000,3,0,12.05,154.0,9.5
2011,88539,1,1,23.2,73.94,3.77
2012,65055,3,1,17.0,118.0,4.25
2014,23000,1,0,18.88,184.0,19.9
2009,60000,1,1,15.0,105.0,4.0
2013,59350,3,1,19.1,85.8,4.16
2015,19000,1,0,16.36,187.7,38.0
2016,45560,3,0,16.9,82.0,6.34
2009,118000,1,1,12.8,102.0,4.5
2016,55000,3,1,15.1,73.0,3.75
2012,60000,1,0,15.2,140.8,10.2
2008,46810,3,1,9.8,163.5,3.95
2016,62767,1,1,20.34,103.2,9.75
2018,18553,3,1,18.6,81.86,7.93
2015,53497,1,1,13.5,175.56,16.42
2012,95000,1,1,15.1,140.0,7.21
2015,100000,1,1,12.8,102.0,13.5
2014,87000,1,1,12.05,120.0,7.4
2014,56838,3,0,16.8,118.0,5.15
2017,17000,3,0,22.5,67.0,3.95
2013,70000,3,1,15.4,65.0,1.5
2010,50000,3,1,17.0,80.0,3.0
2010,39800,3,1,16.0,90.0,1.99
2010,60000,3,1,19.0,66.1,1.35
2009,58000,1,0,16.07,181.0,13.5
2010,110009,1,1,17.67,138.08,6.99
2013,85000,1,1,19.01,108.5,8.5
2010,84000,1,1,22.07,73.9,2.89
2011,51000,1,0,22.69,190.0,10.5
2013,68880,3,1,16.95,97.7,3.97
2017,5500,3,0,24.07,67.1,4.25
2016,40052,3,1,21.1,85.8,6.17
2016,47293,1,0,14.16,174.3,38.72
2013,79663,1,1,16.8,110.0,6.5
2013,63000,1,1,25.8,98.6,4.25
2014,45000,1,1,26.0,98.6,4.75
2014,56501,1,0,12.9,174.5,17.71
2015,58000,1,1,20.34,103.2,5.85
2011,51602,1,0,22.48,190.0,17.27
2007,74199,1,0,16.07,181.0,9.25
2017,25000,3,0,13.0,121.3,12.75
2016,70000,1,0,21.76,190.0,27.0
2013,25000,1,0,14.84,167.62,21.0
2017,22000,1,1,26.59,74.0,7.95
2015,47020,3,1,23.1,67.04,4.5
2017,8000,1,0,19.59,187.74,33.75
2017,36973,3,1,18.2,88.7,6.8
2014,42083,3,1,25.4,37.48,1.68
2016,61000,3,1,24.7,47.3,2.9
2014,43628,3,1,22.5,67.04,3.16
2014,60000,1,1,24.4,71.0,3.9
2010,54000,3,1,17.8,76.8,1.95
2015,27001,1,0,16.36,187.7,26.52
2010,52000,1,0,18.33,167.7,9.0
2012,80000,1,1,21.27,88.76,4.5
2018,3300,1,0,24.3,88.5,11.5
2016,35027,3,1,24.07,67.1,3.0
2015,26568,3,1,21.1,55.2,3.79
2015,59000,1,1,28.09,88.5,6.0
2016,51000,1,1,19.67,126.2,13.25
2012,56400,1,0,17.2,138.1,8.0
2015,80000,1,1,20.14,88.8,5.8
2013,107000,1,1,12.99,100.6,13.5
2014,100000,1,0,14.21,203.0,25.0
2016,59998,1,1,20.14,88.8,5.49
2013,105000,1,0,17.32,150.0,19.0
2011,36000,3,1,18.5,80.0,2.5
2015,24350,3,1,19.81,68.05,3.0
2018,28973,1,1,24.7,69.0,6.64
2017,8243,3,1,21.1,55.2,3.21
2011,60000,3,1,17.92,62.1,2.59
2008,100000,1,1,12.7,120.0,4.0
2010,48689,3,1,17.4,117.3,3.87
2017,45000,1,1,24.3,88.5,9.75
2019,38163,1,0,17.11,174.33,32.91
2011,43800,1,0,14.21,203.0,16.75
2007,92000,3,1,13.5,130.0,1.9
2017,14064,3,1,18.6,81.83,6.59
2017,42366,1,0,15.73,174.33,31.93
2014,76551,1,1,25.1,98.6,7.25
2008,72672,3,1,19.81,68.05,1.9
2015,45000,1,1,25.2,74.0,3.55
2012,91696,1,0,11.4,153.86,9.25
2009,66484,3,1,13.8,70.0,1.65
2019,15456,1,0,20.68,190.0,36.64
2011,55000,1,0,14.21,203.0,16.0
2019,21112,0,1,15.1,73.0,5.38
2014,61297,1,1,25.8,98.6,4.35
2006,80000,3,1,17.3,60.0,1.2
2013,59000,3,1,18.5,80.0,4.1
2017,60083,1,1,19.67,126.2,13.78
2016,85450,1,1,26.59,74.0,4.0
2013,88000,1,1,22.9,74.0,4.33
2015,81828,1,1,24.0,73.97,5.43
2016,18000,3,1,18.16,86.8,4.9
2016,34000,1,0,11.78,167.62,25.5
2015,46000,3,0,18.9,82.0,5.1
2013,48158,1,1,22.32,126.32,6.7
2013,71007,1,1,23.08,63.1,3.9
2010,63067,3,1,15.5,103.3,2.7
2011,70259,1,1,21.12,88.8,2.95
2015,13000,1,0,16.55,140.0,23.0
2011,89401,1,1,21.43,87.2,4.5
2015,67000,1,1,27.3,98.6,6.9
2010,72000,3,1,16.25,73.9,2.21
2011,82000,1,0,12.35,187.74,13.9
2010,85000,3,1,15.3,101.0,1.46
2012,83000,1,0,19.08,126.32,6.0
2016,26000,3,1,21.7,67.0,3.0
2012,27000,1,1,22.3,88.8,3.5
2018,37746,1,1,21.19,88.73,7.59
2009,63274,3,1,15.0,104.68,1.99
2016,25000,3,1,25.17,53.3,3.8
2013,45010,3,1,21.1,55.2,2.95
2013,75348,1,1,25.8,98.6,3.75
2010,90110,1,1,22.07,73.9,2.5
2011,102013,3,1,17.0,118.0,3.75
2015,36000,1,0,12.55,168.5,22.0
2017,37578,3,1,18.0,86.7,6.14
2015,46001,1,0,20.58,143.0,16.0
2014,46559,3,0,23.1,67.04,3.75
2015,48000,1,1,12.99,100.6,11.75
2013,46000,1,0,16.36,187.7,24.0
2017,15000,3,1,17.5,88.7,8.9
2012,85000,1,0,17.05,184.0,10.0
2014,32000,3,0,14.3,103.5,5.55
2012,60818,3,1,16.09,103.5,3.59
2019,35188,1,1,22.77,98.59,11.13
2012,110000,1,1,15.1,140.0,7.2
2014,61000,1,1,18.6,67.0,2.98
2010,75000,3,1,17.92,62.1,1.7
2016,42000,3,1,17.8,117.3,9.25
2014,48000,1,0,13.01,194.3,16.25
2015,35000,1,0,17.9,136.0,20.99
2008,78000,1,0,16.07,181.0,7.2
2011,53080,3,1,18.6,85.8,4.4
2011,66000,3,1,15.04,103.6,4.25
2012,25000,3,1,16.02,93.7,5.35
2016,36139,3,0,18.9,82.0,6.3
2017,44000,1,1,19.67,126.2,12.5
2016,81177,1,1,16.0,140.0,11.25
2016,26000,3,0,16.05,110.4,7.65
2016,100000,1,1,24.4,71.0,4.5
2014,75000,1,0,21.21,103.2,7.5
2010,55980,3,1,20.36,78.9,2.25
2015,30000,1,0,17.11,174.33,27.0
2012,49700,1,1,21.9,88.76,4.18
2013,79000,1,1,23.5,88.7,6.5
2010,65100,3,1,17.0,118.0,3.15
2016,54161,1,1,25.47,88.5,7.64
2011,28619,3,1,19.7,46.3,2.4
2016,9000,3,0,20.51,67.0,4.25
2016,42876,1,0,19.08,126.2,9.31
2011,64000,3,1,19.7,46.3,2.39
2018,20488,3,1,16.09,103.5,7.64
2016,21000,3,1,21.4,83.1,6.21
2011,55987,3,0,13.7,153.86,8.22
2017,72668,1,1,14.24,174.5,28.85
2015,32000,3,0,15.6,116.3,8.5
2015,10400,3,1,17.4,117.3,6.51
2013,35000,1,1,22.9,74.0,4.65
2013,55101,3,0,14.53,138.1,8.4
2014,57464,1,1,23.59,67.06,5.75
2006,110000,3,1,18.9,67.1,1.11
2014,72000,3,0,12.0,184.0,17.25
2012,16000,1,0,16.36,187.7,32.0
2011,62020,3,1,17.0,80.0,3.45
2014,85000,1,0,12.39,147.51,23.0
2018,14223,3,1,18.6,81.86,7.32
2014,41210,3,1,18.0,86.7,4.4
2016,18043,3,1,22.74,47.3,4.12
2016,80000,1,0,11.36,171.5,19.5
2016,21000,3,0,18.9,82.0,6.2
2010,95000,3,1,18.5,80.0,2.8
2015,32000,3,0,18.9,82.0,4.8
2014,122800,1,1,25.01,89.75,5.65
2015,69000,1,1,26.59,74.0,5.9
2015,65000,1,1,23.59,67.04,5.0
2015,23000,3,1,19.1,82.0,4.9
2009,70000,3,1,13.5,130.0,4.25
2012,56000,3,1,13.2,94.0,2.45
2013,30000,3,1,22.74,47.3,2.5
2013,92250,1,1,22.7,89.84,5.75
2018,40000,3,1,20.14,81.86,5.0
2014,96848,3,0,14.3,103.6,4.62
2016,42000,1,0,15.73,174.33,23.5
2013,55886,1,1,16.0,140.0,7.25
2019,12336,3,1,17.0,121.3,11.88
2009,60000,3,1,13.9,103.2,2.25
2018,24000,3,1,19.69,67.04,4.0
2016,32198,3,0,16.5,86.8,5.1
2014,92247,1,1,12.99,100.6,12.5
2011,121311,1,1,20.64,108.5,2.9
2016,66296,1,1,16.0,140.0,15.96
2015,41000,3,0,16.9,82.0,5.45
2017,38681,1,1,13.5,157.7,23.86
2008,43761,3,1,18.0,62.0,1.75
2017,17400,1,1,24.52,88.5,9.75
2013,61510,1,1,25.8,98.6,4.75
2014,60000,3,1,17.4,117.3,6.25
2014,35165,1,0,23.8,112.0,22.0
2016,41617,3,0,14.53,138.1,14.14
2014,65000,3,0,13.7,157.75,11.95
2011,68000,3,1,18.9,67.1,2.5
2013,49000,3,1,19.81,68.05,2.75
2019,16698,3,1,23.84,84.0,5.85
2016,30965,3,1,21.4,83.1,6.25
2014,56058,3,1,15.04,103.2,4.95
2017,15356,3,1,18.9,81.86,4.75
2013,54000,1,1,20.0,68.05,2.55
2011,47000,3,0,13.9,130.3,4.5
2015,21652,3,1,22.74,47.3,3.01
2016,52000,1,0,15.68,177.0,42.0
2010,35010,1,0,12.4,179.5,11.5
2006,76662,1,0,11.0,198.5,10.99
2009,89000,3,0,17.0,118.0,3.71
2006,80000,3,0,10.1,152.0,2.0
2018,39023,1,1,28.09,88.5,9.48
2015,78046,1,1,19.67,126.2,10.9
2015,34400,1,1,28.09,88.5,5.5
2016,64624,3,1,21.1,55.2,3.71
2014,69192,3,1,16.02,93.7,6.25
2012,55000,1,1,20.54,103.6,4.9
2016,36733,3,1,16.47,73.9,4.72
2016,43022,1,0,17.9,136.0,24.85
2013,74000,1,1,14.66,194.3,12.25
2014,47000,1,1,22.9,74.0,3.9
2017,37460,3,1,18.6,81.86,6.28
2017,31576,3,1,18.9,82.0,7.85
2011,66000,3,1,15.04,103.6,2.95
2008,79000,3,0,11.7,177.6,4.85
2016,36610,1,0,15.0,107.3,19.9
2016,93000,1,1,20.5,126.2,10.8
2007,52195,3,1,19.7,46.3,1.75
2016,20003,1,0,20.38,143.0,19.25
2013,66314,1,1,19.87,83.8,5.5
2009,76000,1,1,17.8,68.0,2.75
2015,29000,1,1,19.67,126.2,13.0
2011,30000,1,1,20.0,68.0,3.2
2013,56526,3,1,15.26,103.5,5.84
2015,38000,1,0,16.8,150.0,24.0
2012,41000,1,0,19.08,126.32,6.25
2015,90000,1,1,26.21,88.5,6.5
2018,11000,1,1,24.3,88.5,9.4
2018,21936,1,0,21.76,190.0,37.92
2013,41000,3,0,14.4,103.6,5.25
2011,47000,3,1,17.0,80.0,4.5
2015,45960,3,1,19.1,82.0,5.56
2013,48000,1,0,14.21,203.0,22.0
2011,68000,1,0,12.39,147.51,22.0
2011,41000,3,1,20.36,78.9,2.65
2013,69573,1,1,22.32,126.32,5.85
2012,115000,1,1,19.33,138.1,6.95
2012,47629,1,1,15.1,140.0,6.5
2013,80000,3,0,14.67,177.46,7.25
2012,94868,1,1,22.9,74.0,4.5
2010,76477,1,1,10.5,120.0,4.25
2016,28000,3,0,13.7,183.0,26.0
2017,28599,1,1,16.55,105.0,9.66
2013,45348,1,1,19.01,108.45,6.85
2013,80127,1,0,12.8,167.6,23.68
2013,68000,1,0,12.39,147.51,15.75
2012,75000,1,1,20.54,103.6,3.5
2019,41871,1,1,22.7,126.2,15.57
2015,84931,1,1,15.3,83.8,5.29
2016,15000,3,1,22.7,53.64,2.25
2012,64806,3,1,16.47,73.9,3.65
2016,35000,3,1,20.62,67.0,3.1
2016,40000,3,1,15.29,121.3,11.5
2015,23876,3,1,24.07,67.1,3.46
2013,67901,1,1,14.66,194.3,8.38
2014,68865,1,1,15.11,103.6,4.8
2014,71000,1,1,25.8,98.6,4.5
2014,25000,1,1,22.9,74.0,3.95
2011,65000,1,1,12.05,120.0,4.0
2012,117777,1,1,21.64,84.8,4.75
2009,65000,3,1,17.5,85.8,3.1
2017,46897,3,1,21.1,55.2,3.61
2015,36695,3,1,19.4,86.8,4.29
2011,43000,3,1,18.06,75.0,2.13
2008,54000,3,1,19.7,46.3,1.1
2011,89000,1,0,22.69,190.0,13.95
2014,7000,3,1,16.47,74.0,5.35
2014,58470,3,1,23.1,67.04,3.9
2014,37000,3,1,21.5,81.8,2.8
2016,29000,1,1,26.21,88.5,8.75
2013,52000,1,0,16.55,147.51,19.5
2013,32807,3,1,19.4,86.8,2.75
2013,86000,1,0,11.79,120.0,8.0
2014,66500,1,1,26.0,98.6,5.7
2012,94000,1,0,17.05,184.0,12.5
2011,29000,3,1,18.0,62.0,1.75
2010,107389,1,1,20.0,68.0,1.9
2015,36100,3,1,20.4,81.8,4.5
2015,16329,1,0,19.27,170.0,30.3
2014,36000,1,0,19.3,141.0,16.0
2017,41816,1,0,18.56,190.0,32.78
2015,54680,3,1,21.1,55.2,2.5
2017,14000,1,0,18.25,187.74,43.0
2017,23977,3,1,18.16,86.8,5.38
2013,30131,3,1,20.92,67.1,2.65
2017,2530,3,1,24.7,47.3,3.3
2015,39000,1,0,19.27,167.62,34.0
2017,32257,1,1,24.4,71.0,6.83
2016,46983,1,1,25.8,98.6,5.77
2008,107000,1,1,17.8,75.0,3.1
2017,19000,3,1,16.2,74.0,4.95
2013,88000,1,0,17.11,174.33,16.25
2011,71000,1,1,13.1,141.0,6.95
2008,50000,1,1,17.2,53.5,0.85
2016,16000,3,1,21.4,83.1,6.95
2017,82000,1,1,24.4,71.0,3.45
2008,80000,3,1,13.5,130.0,2.75
2015,36000,3,1,18.6,81.83,4.95
2018,17477,3,1,17.0,108.5,9.62
2016,16725,3,1,18.6,81.83,6.79
2014,48241,3,1,19.1,85.8,4.5
2014,52431,3,1,22.5,67.04,3.01
2012,68000,1,1,21.9,88.76,4.4
2014,31446,3,1,20.36,78.9,4.66
2015,25000,3,1,18.9,82.0,5.5
2016,57000,3,1,18.6,81.83,6.0
2018,57078,1,1,24.3,88.5,10.19
2016,47471,1,1,25.8,98.6,5.25
2014,50000,1,0,15.26,203.2,45.0
2010,62000,1,1,23.0,90.0,2.7
2013,65807,3,1,19.81,68.05,3.39
2014,81768,1,1,26.59,74.0,5.69
2017,24000,1,1,27.39,74.0,8.4
2012,72921,1,1,25.44,57.6,2.5
2012,59000,3,1,19.4,86.8,3.25
2014,33000,1,1,20.0,68.05,3.25
2016,36789,3,0,23.1,67.04,4.25
2014,41000,1,0,14.84,170.0,18.5
2015,46650,3,1,19.4,86.8,4.25
2018,3000,3,0,21.4,83.1,8.85
2014,14799,3,1,21.1,55.2,4.14
2015,68525,1,1,23.0,90.0,7.0
2017,29000,3,1,17.4,117.3,10.0
2012,77407,1,1,21.5,88.8,3.53
2007,118000,3,1,12.9,102.5,1.35
2013,75000,1,1,20.54,103.6,4.5
2012,69000,3,1,16.8,116.3,4.9
2016,52553,1,1,19.67,126.2,12.26
2014,58000,1,1,24.4,71.0,3.99
2017,24000,1,0,17.9,170.0,46.95
2015,65542,1,1,20.0,68.0,3.8
2013,68008,1,1,15.0,105.0,6.75
2017,22251,1,1,18.49,100.0,8.75
2013,55000,3,1,15.8,110.0,5.2
2017,19387,3,1,17.1,121.3,8.42
2014,58000,0,1,26.6,58.16,3.0
2016,24001,3,1,18.6,81.83,5.75
2008,17000,1,0,15.2,140.8,9.75
2015,28500,3,1,19.49,67.04,3.5
2014,66000,1,0,15.26,203.2,30.0
2017,22000,1,0,12.83,147.5,35.0
2018,44383,3,1,15.8,121.3,13.25
2013,45000,1,1,20.5,103.5,3.65
2015,58000,1,1,23.4,74.0,5.25
2016,69000,3,1,15.8,121.3,9.7
2017,60993,1,1,24.0,70.0,5.21
2016,67000,1,1,18.49,100.0,6.3
2014,51134,1,1,24.0,70.0,4.72
2018,25082,1,0,28.4,73.75,8.37
2012,68350,1,1,12.55,168.5,14.0
2015,50000,1,0,17.68,174.33,36.0
2015,97000,1,1,27.3,98.6,6.4
2014,72618,1,1,12.05,120.0,8.0
2012,62005,1,1,18.3,147.9,9.8
2012,61250,1,1,25.44,57.6,2.7
2014,28469,1,0,18.25,187.74,24.37
2018,21488,3,0,14.3,103.52,9.72
2012,67590,3,1,17.0,118.0,5.65
2012,52000,1,0,15.26,203.2,29.95
2008,100000,1,1,17.8,75.0,3.0
2017,60048,1,1,26.1,99.0,6.0
2009,48000,3,1,20.36,78.9,2.11
2011,100000,3,1,19.7,46.3,1.5
2006,80010,3,1,20.4,81.8,2.85
2017,26493,1,0,19.27,170.0,33.64
2011,96000,1,1,17.88,52.8,0.91
2014,45700,3,1,22.74,47.3,2.42
2013,38000,3,1,16.47,73.9,2.8
2019,8018,3,0,22.0,81.8,8.3
2013,71000,1,0,18.88,184.0,15.0
2012,80000,3,1,25.4,37.5,0.53
2014,87143,1,1,12.99,100.0,12.5
2012,25000,3,1,18.4,86.8,2.75
2018,2000,3,0,23.84,83.83,5.0
2014,45239,1,1,12.05,120.0,7.09
2014,74219,1,1,21.43,87.2,10.75
2016,25000,3,0,18.0,117.3,9.45
2008,109606,1,1,22.0,126.2,2.9
2015,36000,1,1,26.59,74.0,4.7
2016,41810,3,1,20.73,91.1,7.11
2014,93321,1,1,22.7,89.84,6.25
2011,81000,3,1,20.92,67.1,2.2
2019,25717,3,0,19.0,88.76,8.86
2015,37000,1,1,15.1,140.0,9.3
2017,56380,1,1,18.49,100.0,7.57
2017,8000,3,1,18.2,88.7,7.9
2018,14589,3,1,16.1,88.2,5.65
2013,65088,3,1,16.47,73.9,3.25
2019,24864,1,1,20.5,126.2,16.27
2011,64831,3,1,18.6,79.4,3.21
2013,38001,1,1,25.8,98.6,3.9
2008,77000,3,0,10.0,157.7,6.5
2016,39000,1,0,20.38,143.0,18.9
2015,43000,1,1,26.59,74.0,5.5
2011,68000,1,1,12.8,102.0,7.0
2016,45165,1,0,16.09,184.0,41.75
2014,86091,1,1,15.1,140.0,10.09
2009,71499,3,1,17.0,118.0,3.0
2014,50000,1,1,17.0,139.01,12.0
2015,66000,1,1,20.14,88.0,4.91
2010,45000,3,1,16.0,90.0,2.0
2015,69189,1,1,23.59,67.06,5.3
2014,40206,1,1,19.01,108.5,7.22
2017,36723,1,0,18.56,190.0,32.57
2010,57500,3,1,18.5,80.0,2.75
2018,43912,0,1,15.1,73.0,4.33
2011,52000,1,1,17.8,68.0,3.75
2014,60952,3,0,16.8,118.0,5.91
2013,87192,1,1,25.2,74.0,4.35
2014,58000,1,1,24.0,70.0,3.25
2016,16650,3,1,17.0,74.0,5.5
2018,34696,3,0,18.0,117.3,12.08
2018,42243,1,1,27.39,74.0,7.48
2016,57824,1,1,24.0,70.0,5.5
2011,110000,1,1,19.3,73.9,3.5
2013,63455,1,1,11.5,171.0,19.0
2017,17151,1,1,27.3,98.6,8.4
2016,31001,1,1,24.3,88.5,7.25
2014,42109,1,1,23.4,74.0,4.25
2015,55000,1,0,21.66,103.52,5.7
2013,30852,3,1,22.74,47.3,2.49
2011,65000,3,1,16.47,73.9,3.0
2015,65000,1,1,26.0,98.6,5.95
2013,72000,1,1,23.4,74.0,2.69
2014,29000,1,0,17.11,174.33,26.0
2015,32000,3,1,17.8,117.3,5.5
2016,29875,3,1,18.16,86.8,4.85
2018,32539,1,1,24.3,88.5,8.39
2015,83090,1,1,19.01,108.45,7.99
2016,62679,1,1,21.19,88.73,6.95
2010,93000,3,1,15.7,75.0,1.5
2006,44000,3,1,17.7,78.0,1.55
2010,78400,3,1,15.6,70.0,2.75
2014,71300,3,1,13.06,102.53,4.25
2015,18000,3,1,20.36,78.9,2.85
2019,24013,1,0,12.81,148.31,56.14
2017,14000,1,1,26.59,74.0,7.5
2015,44811,1,0,17.11,174.33,25.81
2014,44000,3,1,16.47,74.0,4.3
2012,94989,3,1,12.8,177.6,6.58
2012,58133,1,1,22.9,74.0,4.8
2008,61000,3,1,17.5,70.0,1.65
2017,27000,1,1,17.1,170.0,15.0
2014,18050,3,1,25.4,37.5,1.0
2015,42000,1,1,27.62,47.0,3.6
2011,86000,1,1,11.5,171.0,11.5
2015,42150,1,1,27.62,47.0,3.6
2015,30158,3,1,21.1,55.2,3.05
2011,47000,1,1,23.5,90.0,6.0
2013,39000,3,1,16.47,74.0,3.75
2016,32125,3,1,16.2,74.0,6.17
2017,58829,1,1,24.3,88.5,9.05
2013,67559,3,1,19.4,86.8,4.05
2013,55000,3,1,17.5,85.8,4.25
2018,30000,3,1,23.1,67.04,3.75
2016,28000,3,0,13.0,121.3,11.85
2016,31826,1,1,22.7,89.84,8.24
2008,100009,3,1,13.1,141.1,6.5
2019,17201,1,0,12.51,187.7,58.91
2014,74345,1,1,15.1,140.0,8.0
2015,58134,3,1,16.47,74.0,4.64
2010,30566,3,0,19.2,80.0,3.32
2012,55231,3,1,20.36,78.9,2.78
2016,67774,1,0,14.81,163.7,8.95
2013,50319,3,0,12.0,181.03,21.95
2013,45000,3,1,11.7,134.0,7.9
2007,43627,3,0,11.74,186.0,29.0
2013,45000,1,1,22.07,73.9,3.25
2014,10500,3,1,17.4,117.3,5.9
2017,21789,1,1,24.3,88.5,9.88
2019,21134,3,1,18.6,81.86,8.78
2011,90000,1,1,13.93,138.1,2.75
2014,51553,1,1,21.64,84.8,5.98
2011,67422,3,1,14.53,138.0,3.55
2015,60519,1,1,22.32,126.32,6.24
2009,34000,1,1,19.3,73.9,2.19
2013,68434,1,1,28.4,73.75,5.5
2014,17000,3,1,24.07,67.1,2.1
2012,22000,1,0,14.84,170.0,14.0
2013,79225,1,1,22.0,126.2,5.5
2007,63000,3,1,14.2,102.0,1.2
2014,61922,3,1,20.4,81.8,5.3
2015,85000,1,1,23.9,126.2,6.3
2017,26192,1,0,17.9,168.0,40.47
2013,65000,1,1,13.0,168.5,16.1
2014,44999,1,0,12.8,167.6,25.0
2008,81308,1,0,13.2,170.0,7.95
2016,35000,3,1,24.7,47.3,2.65
2012,65349,3,1,20.92,67.1,2.81
2012,80000,3,0,15.64,167.62,17.5
2012,61000,3,1,16.1,85.0,3.3
2019,31817,3,1,22.5,67.04,5.34
2016,41000,1,1,21.14,103.52,8.5
2010,82606,3,1,16.0,90.0,2.69
2015,52000,1,1,16.0,140.0,11.5
2011,50318,3,1,18.5,85.8,4.06
2016,50000,1,0,17.9,201.15,49.0
2012,72000,1,1,20.5,103.5,4.6
2015,63776,1,1,24.0,70.0,3.96
2015,28133,3,1,18.6,81.86,5.6
2017,45000,1,1,22.95,74.0,3.75
2015,55697,1,1,22.54,88.73,5.5
2012,62000,1,1,20.5,103.5,3.0
2011,48000,3,1,16.0,90.0,3.0
2010,90246,3,1,16.1,88.2,2.95
2015,80500,1,1,25.0,69.0,2.45
2012,119000,1,0,14.84,170.0,13.99
2012,41000,3,1,16.8,116.3,4.5
2010,58000,3,1,18.5,80.0,2.5
2015,99000,1,1,13.0,168.5,20.5
2014,31200,3,1,18.9,82.0,3.9
2009,85000,1,1,15.0,105.0,3.5
2016,60924,3,0,15.63,110.4,8.3
2012,45000,3,1,21.1,55.2,2.5
2011,44000,3,0,19.15,75.94,2.65
2016,30534,3,0,19.0,88.7,7.42
2016,46399,3,1,16.47,74.0,4.63
2008,42000,3,1,19.7,46.3,1.09
2011,67000,1,1,22.32,126.32,3.8
2013,58000,1,0,10.0,170.0,15.75
2015,27000,3,1,17.57,88.7,5.27
2012,39566,3,1,18.4,86.8,2.75
2016,14980,1,1,27.3,98.6,7.4
2017,18491,3,0,24.07,67.1,3.9
2015,118211,1,1,22.54,88.73,5.9
2016,63316,1,1,22.7,118.0,9.58
2014,42000,1,0,14.21,203.0,24.95
2015,25648,3,1,13.7,98.82,4.29
2011,67612,1,0,14.21,203.0,11.5
2016,33000,1,1,16.0,140.0,9.65
2015,20000,3,1,20.36,78.9,3.75
2012,99000,1,1,12.05,120.0,6.0
2016,22700,3,1,18.7,88.7,5.55
2017,28000,1,1,14.0,138.1,10.91
2014,62000,1,1,15.1,140.0,7.25
